,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
252,Colleen Reynolds,"Halifax, Nova Scotia","Social justice, workers' rights, stuff I find interesting. Feminist. Anti-facist. RT ≠ endorsement #resist",2010-11-10 15:36:42,2178,3356,4192,False,2020-07-25 12:19:16,Why are apartment buildings exempt from the mask requirement? It makes no sense. There's probably 300 people in my… https://t.co/pS2nCZdPym,,Twitter for Android,False
253,Purdue HHS Extension,"West Lafayette, IN","We educate people of all ages in IN on the topics of #food, #family, #money & #health. Opinions expressed here may not represent official views of PU University",2011-08-02 16:44:17,988,653,3627,False,2020-07-25 12:19:14,Great tips from our friends at @samhsagov! #COVID19 #InThisTogether https://t.co/BtsiHvnGB3,"['COVID19', 'InThisTogether']",Twitter for iPhone,False
254,GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,2010-07-13 21:58:05,26108,26003,2,False,2020-07-25 12:19:14,"ALERT: Parents decide whether to send kids back to school as
coronavirus spreads faster than ever - Global Pandemic… https://t.co/4xlpmk4Zel",,GlobalPandemic.NET,False
255,Dheer Vyas,"Cincinnati, OH","Anesthesiologist, Asst Prof @UofCincy  | #GirlDad | Car Enthusiast | Pizza Connoisseur—Views are my own.",2020-03-22 04:52:30,55,194,167,False,2020-07-25 12:19:13,"Does a football jersey count? First MD in the NFL, opting out to care for others. #MedBikini #COVID19 @Chiefs… https://t.co/z3JtqQG6HQ","['MedBikini', 'COVID19']",Twitter for iPhone,False
256,FUTVE English,Arango’s Left Foot,"Exclusive insight & interviews from every angle of Venezuelan football. Covering the leagues, national teams & exports. Home to The Secret Venezuelan Footballer",2020-07-20 16:59:38,295,0,0,False,2020-07-25 12:19:09,"“Since everything stopped because of the pandemic, I haven’t had any information from [LALA]. Nobody has contacted… https://t.co/FvHjSj6mMJ",,Twitter for iPhone,False
257,John Lichtenberger,"Roxbury, NJ","#Christian | #lawyer (Ret.) Tweets on Christianity, law, politics, conservativism, tech, social media. Author/publisher (Ret.) advertising law, #FTC. #MAGA #KAG",2009-04-05 22:31:06,38301,38729,27463,False,2020-07-25 12:19:09,Pandemic could push more N. Carolina families to home school | Miami Herald https://t.co/7OhF8j1uMb #homeschooling #COVID19 #coronavirus #NC,"['homeschooling', 'COVID19', 'coronavirus', 'NC']",Twitter Web App,False
258,Carol Breedlove,"Düsseldorf, Germany",Outdoor learning teacher at the International School of Duesseldorf working with grades 4 & 5. Experienced early years teacher. Passionate about picture books.,2015-04-07 06:15:20,144,254,898,False,2020-07-25 12:19:07,This impactful video by a Liv McNeil demonstrates in 3:22 minutes why all students need outdoor learning.… https://t.co/t9j2ao0EVe,,Twitter Web App,False
259,Rajesh Purohit,India,Entrepreneur,2009-05-26 09:21:22,38,52,133,False,2020-07-25 12:19:06,"Government (Tabla player) of most of the countries during #pandemic 
#COVID #COVID19 https://t.co/7Ww1o4IFxL","['pandemic', 'COVID', 'COVID19']",Twitter Web App,False
260,"Ryan T. Cleary, MD","St Louis, MO","Neurosurgery resident @NeurosurgerySlu | CNS Resident's Committee member | Runner, dog dad, @RedSox diehard | Alumnus @slusom @BostonCollege",2017-11-20 18:48:25,680,286,176,False,2020-07-25 12:19:05,"Since everything’s changing with #COVID19, @RedSox can we start playing this version of Sweet Caroline at games? Th… https://t.co/572lQQDwhc",['COVID19'],Twitter for iPhone,False
261,"Dara Kass, MD","New York, NY","🚺 She, Her, Wife, Mom 🚻 Doctor, Boss, FemInEM, Columbia EM, Yahoo News Medical Contributor #TIMESUPHC: Tweets are my own.",2012-08-05 15:51:53,43608,1874,35307,True,2020-07-25 12:19:04,"I use many sources for my #COVID19 guidance. 

I do use the CDC for some things but I have to fact check their sour… https://t.co/ipYUezB7zh",['COVID19'],Twitter for iPhone,False
262,Samantha Sovereign,Massachusetts ,Truth-Telling Patriot | Spirit-Science Merger | Paradigm-Shifting Permaculturist 🇺🇸❤️🌎,2019-02-25 04:37:05,177,196,1702,False,2020-07-25 12:18:54,It so brilliant to see people awake and not accepting the #COVID19 mainstream narrative.,['COVID19'],Twitter for iPhone,False
263,APO Group English,#AFRICA #MENA,"Latest #Africa & #MENA related #News releases issued by companies, govs, intl orgs, NGOs & #UN #PR FR:@APO_source_fr PT:@APO_source_pt AR:@APO_source_ar",2011-02-22 09:09:45,10661,6,2037,True,2020-07-25 12:18:52,"Coronavirus - Kenya: COVID-19 Update (24th July 2020) 

@MOH_Kenya @susan_mochache @MoetiTshidi @WHOAFRO @DrTedros… https://t.co/48HVIXqpYP",,TweetDeck,False
264,HAMSEY Enterprise,"Lagos, Nigeria",A MAN must ACCEPT his FATE or be DESTROYED by it,2012-06-01 17:37:38,89,621,485,False,2020-07-25 12:18:50,#alreadyvideo #RihannaXTiwa #ObasekiFlagsOffToday #COVID19 #TachaDanceChallange #FraudbyQuodjoe #BBNaijia2020… https://t.co/CCUsUOEMsd,"['alreadyvideo', 'RihannaXTiwa', 'ObasekiFlagsOffToday', 'COVID19', 'TachaDanceChallange', 'FraudbyQuodjoe', 'BBNaijia2020']",Twitter for Android,False
265,"xposure, Photo&Video",Galway,"@xposure101 Great Stories via Photography & Video is what we do for News,Businesses,Corporate and PR sectors, Ireland. xposure.ie Andrew Downes 0876391500",2014-01-22 21:27:39,1400,2079,3778,False,2020-07-25 12:18:49,100%  feeling good ! Sounds like a soul song ! #COVID19 https://t.co/E5fp3sIBl5,['COVID19'],Twitter for iPhone,False
266,EKITI COVID19 UPDATES,"Ekiti, Nigeria",Official Twitter Account of @ekitistategov Task Force on #COVID19 under the leadership of Governor @kfayemi. Follow for updates on responses & Tag for actions!,2019-11-13 12:53:25,865,3,28,False,2020-07-25 12:18:48,"EKITI COVID-19 UPDATE: As at 09:00 am on July 25, there are forty-two (42) active cases of #COVID19 in Ekiti State.… https://t.co/qdXGA4fuMD",['COVID19'],Twitter for iPhone,False
267,Tonymhoon,"Jefferson City, MO",If it is to be it is up to me!,2018-12-15 16:05:44,16,145,132,False,2020-07-25 12:18:42,"Are we still doing the travel credit ???
#COVID19 #Stimulus","['COVID19', 'Stimulus']",Twitter for iPhone,False
268,Scott Petty,"Stillwater, OK","Stillwater Medical— Highland Park Elementary Reading Buddy— Author, Stillwater Strong— OK Music Fan— Choctaw— 👈🏽Pistol Pete Alumni👉🏽",2012-09-23 21:04:59,522,599,3076,False,2020-07-25 12:18:41,Thanks ⁦@GovofCO⁩ for stressing personal responsibility with a #facecoveringmandate limiting the spread of #COVID19… https://t.co/yBaJfUNY5W,"['facecoveringmandate', 'COVID19']",Twitter for iPhone,False
269,Dinabandhu Das,,Nothing is Impossible in This World,2020-01-11 07:19:11,239,107,628,False,2020-07-25 12:18:39,"Follow the advisory to fight #COVID19 at your workplace. Your safety is in your hands. Stay alert, stay safe.… https://t.co/qOLYT7XQCD",['COVID19'],Twitter Web App,False
270,Ty King,"Cairo, Egypt","Riding around leaving scars, collecting my jar of hearts and tearing love apart...",2020-02-08 11:36:17,719,1034,84,False,2020-07-25 12:18:38,The #Ukraine's President renewed the invitation to Abdel Fattah al-Sisi to visit Ukraine after #COVID19 is over. Ab… https://t.co/Qni2Z9WjFY,"['Ukraine', 'COVID19']",Twitter Web App,False
271,SPsofIndia,Bharat,Voluntary platform to celebrate great work being done by #IPS officers / security forces across 🇮🇳. Explore humane face of Indian Security. Join & support,2018-05-28 05:08:07,2612,311,1652,False,2020-07-25 12:18:37,"#GoodJobCop #SaturdayMotivation 

DCP Hari Kiran @chennaipolice_ helped Radhe Amma (50), a sanitary worker, get a j… https://t.co/lHaZ5CxhsX","['GoodJobCop', 'SaturdayMotivation']",Twitter Web App,False
272,Jimbo360,"Florida, USA","Floridian here proudly supporting @realDonaldTrump 
I'm active on Tweeter, FB & Youtube for #Trump2020 Let's make it happen!   #KAG #MAGA",2019-05-03 13:07:46,56,422,1677,False,2020-07-25 12:18:36,"Sad Reality: Hundreds of Cars line up drive thru Food Drive in Florida https://t.co/3pQoULuznu  

#COVID19",['COVID19'],Twitter Web App,False
273,saumen ray,"Salt Lake City, Kolkata, India","Cognitive, Dreamer, Thinker, MS in International Economics and an MBA.Served in Chamber of Commerce & Bank. Keen to Economic & Business Analysis..",2015-08-06 05:59:40,424,561,19745,False,2020-07-25 12:18:36,@CPKolkata @KolkataPolice It would be a commendable step taken by the @KolkataPolice personnel in regard to fight a… https://t.co/WQnNLN7CBT,,Twitter Web App,False
274,Lalyta 💔🇮🇹💔🇧🇴,,"💔🇮🇹 💔🇧🇴 💔🌎
Creative. Storyteller. Researcher. 
Turning over a new leaf and looking forward to both the journey and the destination.",2014-05-30 19:49:43,199,380,10552,False,2020-07-25 12:18:30,"""This development is very worrying and will continue to be monitored very closely by the RKI.. A further exacerbati… https://t.co/uDBCgnQIth",,Twitter for iPhone,False
275,Austeiin 🔞,"Lagos, Nigeria",LIVE||LOVE||LEARN,2014-03-21 06:46:17,1227,847,32189,False,2020-07-25 12:18:26,"If this is not AWESOMENESS, I don't know what is👇👇👇

#BBNaijia2020 #RihannaXTiwa #alreadyvideo #COVID19 https://t.co/gUjp3t8OLd","['BBNaijia2020', 'RihannaXTiwa', 'alreadyvideo', 'COVID19']",Twitter for Android,False
276,Michelle Dunning,"Wales, United Kingdom","Primary Care Service Manager working in North Ceredigion. Bevan Exemplar (VIPAR Project).Tweeting to connect, share and learn. Views my own.",2018-01-09 13:02:49,543,970,16055,False,2020-07-25 12:18:22,@BenJamesPhotos A new beginning 6yrs ago.  A wonderful new addition to our family. Marley has brought us all so muc… https://t.co/tlZIstA3xs,,Twitter for Android,False
277,PTBO_CANADA 🇨🇦,"Peterborough, Canada",News & entertainment worth sharing about #PtboCanada #Kawarthas! #YPQ Facebook https://t.co/mQ63kAdyiC Instagram https://t.co/Y3blU19cRx,2009-10-21 19:32:38,20721,722,23706,False,2020-07-25 12:18:22,Drive-through #COVID19 testing hours at the Kinsmen changing on Monday 👉 https://t.co/St5xGZnlIS https://t.co/foVq2iBU2q,['COVID19'],Twitter for iPhone,False
278,Andrew S. Roe-Crines 🏳️‍🌈 🚴‍♂️,Liverpool | Yorkshire,"Senior Lecturer in British Politics & Postgraduate Research Director @LivUniPol 
Researching political rhetoric/oratory & Parliamentary behaviour",2009-03-10 18:09:18,3927,3936,2254,False,2020-07-25 12:18:20,"Even when we have a #COVID19 vaccine, are face coverings here to stay? It feels like a massive shift towards more a… https://t.co/K4K8BqVTZT",['COVID19'],Twitter Web App,False
279,Wear A. Mask,USA,"I believe true toughness is protecting other people, so I wear a mask to reduce the spread of viruses and bacteria. It's easy and I look tough like a ninja too.",2020-05-17 08:51:33,6,99,367,False,2020-07-25 12:18:19,"@LiamMcBaen They say, ""One is the loneliest number,"" anyway. 

#WearAMask #realmenwearmasks #toughguyswearmasks… https://t.co/sPEAaY1LXJ","['WearAMask', 'realmenwearmasks', 'toughguyswearmasks']",Twitter Web App,False
280,Starvision News,Bahrain,The latest news from GCC and around the world.,2019-07-21 14:38:28,37,76,0,False,2020-07-25 12:18:16,"Dr. Ebrahim Janahi, CEO of Tamkeen confirmed that supporting sectors affected by the coronavirus pandemic have reac… https://t.co/l5DZe947SU",,Twitter Web App,False
281,#Angeneme OUT NOW ON ALL DIGITAL STORES!!!,South Africa,I'm a South African Kwaito/Rap artist|I'm single but emotionally unavailable| My new single #Angeneme is out now,2010-05-31 12:25:27,1135,895,3,False,2020-07-25 12:18:14,I hate #Covid19 coz it made me lose the love of my life. The pain is so unbearable yooh🤞🏿. I hope to heal one day🍀🌿… https://t.co/9SIOLgvqeo,['Covid19'],Twitter for Android,False
282,SM,Sydney & Los Angeles,Lawyer - David Attenborough - Photography - Ocean and Ski - Travel 🌏🦋💙,2013-01-03 09:05:10,2847,530,98826,False,2020-07-25 12:18:13,183 coronavirus cases linked to Al-Taqwa College in Melbourne but the commentary is nearly non existent. Imagine th… https://t.co/up6DhfZxo2,,Twitter for iPhone,False
283,Inves2money,EU,Blogger & SEO #financial #markets #investing #trading #stocks #options #bitcoin #crypto #forex #strategies #MQL #affiliatemarketing #leadgeneration 😀👍,2016-04-02 12:19:44,286,489,371,False,2020-07-25 12:18:12,An expert explains: Why it's wrong to talk about a second wave of COVID-19 https://t.co/nFHAIhd9VL #covid19,['covid19'],Paper.li,False
284,Michael B.,CPT in the Califor I a,"Divorced dad of 2 women! Into M/C riding, technology & music. I'm from that other Spanish state; Colorado! I hold all politician accountable.",2009-03-27 15:47:08,344,815,2907,False,2020-07-25 12:18:06,"@mick_inLa Yes, the hoody #TrayvonMartin the mask #COVID19. As far as followers, I don't have any real friends in l… https://t.co/97OH1psSZt","['TrayvonMartin', 'COVID19']",Twitter for Android,False
285,"Shyam Odeti MD, FAAFP, FHM","Johnson City, TN",Hospitalist and Teacher. Opinions are my own.,2018-05-19 12:48:13,194,319,990,False,2020-07-25 12:18:04,Absolutely !! Exceptional situations need extraordinary solutions. We cannot fight the same battle with usual measu… https://t.co/93FjlTofsK,,Twitter for iPhone,False
286,Grandma Storm,"California, USA",Widow of a USMC VETERAN🌊Bless Our Troops🌊Social Distancing & Masks WORK!🌊#BIDEN2020,2008-09-27 06:02:39,1002,2148,6630,False,2020-07-25 12:18:02,"Every time you demonize ""the left, Democrats, liberals"" and people who oppose you...you are REJECTING THE MAJORITY… https://t.co/JC89mIb2Jo",,Twitter for Android,False
287,Nelson Amaral,"London, England",Consultant Cardiologist @RoyalFreeNHS. Heart Failure - Cardiac Imaging - Perioperative Medicine - Cardiometabolic Medicine. 🏥❤️⚕️🇵🇹🇩🇪🇬🇧🇪🇺,2013-09-28 18:39:55,294,879,415,False,2020-07-25 12:17:58,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/u68CCkBZ1p",['COVID19'],Twitter for Android,False
288,Farah Khan,"Kyrenia, Cyprus",Beauty Blogger | Travel Bug | Make Up,2020-04-17 12:14:45,230,605,7,False,2020-07-25 12:17:54,"#COVID19 #testing programme on #Cyprus customer service employees ongoing.

Source: https://t.co/zqOR1zCbmx","['COVID19', 'testing', 'Cyprus']",Twitter Web App,False
289,Lynn Rousseau-Tuitt,United States,"Followed By No one you know, Freelance Writer / Researcher. whiskey mouth. No Filter. Married. This ain’t a Senior dating site. no dick pics.",2017-07-21 19:59:42,7258,7899,21187,False,2020-07-25 12:17:52,"My Late Baby Sister left behind three sons. The eldest, on the far right was just diagnosed with #COVID19. He’s in… https://t.co/3bnCpoWCMI",['COVID19'],Twitter for iPhone,False
290,ArogyaAndhra,"Amaravathi, Andhra Pradesh","Official COVID-19 Response Handle for AP. 
Official twitter account of Health, Medical & Family Welfare Department, Government of Andhra Pradesh.",2017-06-20 02:57:20,77119,79,523,True,2020-07-25 12:17:52,"#COVIDUpdates: #COVID19 cases in the last 24 hours as on 25/07/2020 till 10 AM 
#APFightsCorona #COVID19Pandemic https://t.co/wEfGviENYT","['COVIDUpdates', 'COVID19', 'APFightsCorona', 'COVID19Pandemic']",Twitter Web App,False
291,holly dunagan,"Minneapolis, MN","Minnesota geek interested in #tech, new media, #journalism, and politics. Tweets en inglés y en español.",2009-04-09 01:13:24,1779,1831,501,False,2020-07-25 12:17:51,Remember that nonsense about Obamacare and “death camps?” At least with the GOP in charge of a pandemic you get to… https://t.co/KuPgnbaFGX,,Twitter for iPad,False
292,Nicehands35,UK,"Relaxing massage, and chatting on cam - join me!? - see link! #massage #sexybum #sensualmassage #sensual #nicebum #sexy #bum #panties #cam #camboy #camguy",2019-06-15 19:03:27,8,9,59,False,2020-07-25 12:17:50,"#bbcaq Oh yes, I am sure we will be perfectly happy with self-certification re #distress with #wearingamask #wearamask #viralload #COVID19","['bbcaq', 'distress', 'wearingamask', 'wearamask', 'viralload', 'COVID19']",Twitter Web App,False
293,Ayush Yadav,,Lawyer | Activist | Explorer,2020-01-09 08:27:14,26,60,1175,False,2020-07-25 12:17:50,Students are stressed due to this pandemic and are not mentally prepare to give exams.Moreover they are also going… https://t.co/8pSPqPpJ6A,,Twitter for iPhone,False
294,Jesse Tyler,,https://t.co/kAW0zwiDQb,2015-06-23 18:21:49,29,75,160,False,2020-07-25 12:17:49,Bored on Saturday morning? Tired of reading Covid-19 drama? Take a break and watch Ginger in her new shoes:… https://t.co/2BQ8rRaAV2,,Twitter for iPhone,False
295,Claire Lovett,"Ballincollig, Co. Cork. ",,2012-04-01 15:22:54,622,660,5679,False,2020-07-25 12:17:49,Who needs a Green List when we’ve got this on our doorstep?🤷‍♀️🥰 #Kerry #Staycation2020 #Cloghane #COVID19… https://t.co/ht36eNK9Hq,"['Kerry', 'Staycation2020', 'Cloghane', 'COVID19']",Twitter for iPhone,False
296,Abir Ballan,,"BA in Psychology, Masters in Public Health, Dyslexia Certificate, Graduate Certificate in Mind, Brain, and Teaching Author of 27 Arabic books for children.",2012-05-03 11:14:47,33,74,348,False,2020-07-25 12:17:49,@wodarg called for an inquiry into the influence of #BigPharma on #WHO during the H1N1 pandemic. Should we call for… https://t.co/bxDx7KiATe,"['BigPharma', 'WHO']",Twitter for iPhone,False
297,IER,Liverpool UK,"Fair rights and free unions - two central aims of the Institute of Employment Rights, an independent network of academics, lawyers and trade unionists.",2011-01-04 14:31:49,2940,588,451,False,2020-07-25 12:17:48,"Our director will be speaking shortly on the Peoples Assembly event on the future of industry, jobs and rights at w… https://t.co/oZZbq6rgup",,Twitter Web App,False
298,Albert Trigg,,,2015-05-19 21:22:44,3956,4531,24199,False,2020-07-25 12:17:48,"A review of the recent study (now retracted) which connected #5G with #COVID19 

https://t.co/4eEdoiiz1W","['5G', 'COVID19']",Twitter Web App,False
299,AmericanPropTech,"New York, NY",American PropTech Academy is the leading educational provider with a focus on the trends and technologies affecting the future of the real estate industry.,2020-07-08 22:42:35,1,34,0,False,2020-07-25 12:17:39,"Hello Twitter! Delighted to share with you the great innovators, creators and thought leaders. Visit our website an… https://t.co/oqPqyYGzNl",,Twitter for iPhone,False
300,GoNewsIndia,,"Credible. Concise. Co-Creative. 
Support Good Journalism: 
https://t.co/9lmV8B3pCO",2017-01-20 10:36:18,4176,103,7710,False,2020-07-25 12:17:37,"Go Headlines: #TopNews Of The Hour
#Rajasthan political crisis: Will stage sit-in outside PM House if needed, says… https://t.co/agmm4wCoi7","['TopNews', 'Rajasthan']",Twitter Media Studio,False
301,Mirtika (But You Can Call Me Mir),"South Florida, USA","Jesus Follower, Bibliophile, Lazy Writer, Sometime Editor, ExGOP/Independent, Eschatology Enthusiast,  Aching for Justice to Rain Down, Trusting in God",2012-10-20 17:20:50,938,1384,24400,False,2020-07-25 12:17:36,"Another #ExGop-er 
Amazing that it took the #pandemic for her to regret her choice; but hey, better late than never… https://t.co/glFm9zcecO","['ExGop', 'pandemic']",Twitter Web App,False
302,Anthony Nicodemo🏳️‍🌈🇺🇸🏀,"Yonkers, NY","Educator, Coach, Advocate - AD/HC- Greenburgh North Castle UFSD,  @NYSUT Union Prez/LGBT task force, Co-Chair Yonkers LGBT Advisory Board, Prez @hvstonewalldems",2010-05-23 18:47:26,3336,1061,4909,True,2020-07-25 12:17:35,It took two weeks with a limited population for one of my members to test positive for #COVID19 and we've followed… https://t.co/ob75JlMLYD,['COVID19'],Twitter for iPad,False
303,Stacy Lynn,,,2019-07-23 00:03:13,13,61,266,False,2020-07-25 12:17:35,Dear @realDonaldTrump before the Covid vaccine goes to market PLEASE repeal the 1986 Act that removed liability fro… https://t.co/TuTbMZv7Nv,,Twitter for Android,False
304,Paris Tyler,The Second City,"Aviation Junkie, Transportation Professional, TWA Alum, Political Enthusiast, occasional runner, unrepentant j-pop fan. All opinions are my own (of course).",2012-10-19 01:48:24,355,842,8765,False,2020-07-25 12:17:33,"Other countries are #ReopeningSchools 

Well guess what?

Other countries aren't a raging hotbed of #COVID19 right… https://t.co/qtCIwC7TtD","['ReopeningSchools', 'COVID19']",Twitter Web App,False
305,H00tingNight0wl,"39.8283° N, 98.5795° W",🐻🦖☘️🦮🥃🪐🎲🚀🎢📷⚾️🎭🏒🌭🏕📺✈️🤟+Eggostic. Praise be to Frozen Waffles. CHI ➡️ SPB. 🐻 ⬇️ CHI 🐻 “I am not a smart man” - Forrest Gump,2019-09-06 00:44:29,36,438,197,False,2020-07-25 12:17:33,"It’s been rough with all the clubs shut ⬇️ in #newyork since #COVID19 hit.
We wanted to find suggestions for Online… https://t.co/srpXKmW82M","['newyork', 'COVID19']",Twitter for iPhone,False
306,Dean 🇨🇦 Walker,"Etobicoke, Ontario, Canada","My personal account where views expressed are my own. Likely to retweet on politics, justice & GOLF!",2011-06-29 13:07:30,340,578,10612,False,2020-07-25 12:17:31,Wow! Very surprised! I am very impressed with Mia. She understands the rule (for waiting her brother Fraser to p--… https://t.co/MJ9DWoekak,,Twitter for Android,False
307,Coronavirus ☣️ Turkish Agency,Worldwide,Live and reliable updates about COVID-19 coronavirus ▫️ Türkçe: @CoronaTurkey,2020-02-23 00:50:08,8332,63,175,False,2020-07-25 12:17:31,"#france will require on-the-spot #Covid19 tests for travellers coming from 16 countries: United States, Brazil, Alg… https://t.co/nAUGfDlxUs","['france', 'Covid19']",TweetDeck,False
308,Text Trump 88022 ⭐⭐⭐,,American by birth. Marine by choice. Daughter of a King. Catholic,2019-09-09 05:40:16,332,415,5963,False,2020-07-25 12:17:30,The devil's laughing at us. #Catholic #Christian #truth  #COVID19 #coronavirus https://t.co/9n4SbZKIA4,"['Catholic', 'Christian', 'truth', 'COVID19', 'coronavirus']",Twitter for Android,False
309,Countergrind,"Launch Pad, USA","Motivated Creative
U/5638
countergrind@protonmail.com",2011-05-22 16:45:22,287,974,7969,False,2020-07-25 12:17:30,"@BitcoinBehemoth Nope😉
#COVID19 #coronavirus #cantstopthetruth https://t.co/kJKYBfW5vm","['COVID19', 'coronavirus', 'cantstopthetruth']",Twitter for Android,False
310,John Lichtenberger,"Roxbury, NJ","#Christian | #lawyer (Ret.) Tweets on Christianity, law, politics, conservativism, tech, social media. Author/publisher (Ret.) advertising law, #FTC. #MAGA #KAG",2009-04-05 22:31:06,38301,38729,27463,False,2020-07-25 12:17:29,"This WILL be the new way of life-until Nov. 4, the day after the election. Then, the lockdown charade becomes meani… https://t.co/cBWTMTdLNu",,Twitter Web App,False
311,Netaji Subhash Engineering College,,The Best Engineering College of West Bengal,2020-04-02 14:45:57,20,8,1,False,2020-07-25 12:17:23,"Doing the part to help fight the most important threats, addressing the issues of sanitization in this Pandemic.
A… https://t.co/XiPXxf6Hw1",,Twitter Web App,False
312,BharatKumar Bhandary 🇮🇳,INDIA,My religion is Love. Every heart is my temple-RUMI||Nadi Jyotish||Numerology|| NFAK ||Pt Bhimsen Joshi||#INDIAFIRST ALWAYS,2013-03-12 12:43:39,378,840,3169,False,2020-07-25 12:17:22,@DineshS50064379 @KDMCOfficial @CMOMaharashtra @AUThackeray @NiteshNRane @RSSorg @narendramodi @omnavalihalkar… https://t.co/RkFYkh1LAZ,,Twitter for Android,False
313,Cindie Vaccaro 🇺🇸⚜🇮🇱,"Texas, USA #BackTheBlue","Christian|Mom|Conservative|Military|#NavyMom|#2A|#Cruz|#Saints|FB Jonathan Gilliam/Wayne Dupree Show/Kevin Corke/Gen. Mike Flynn/Antonio Sabato, Jr./Rita Cosby",2011-12-15 23:09:26,25890,27074,107015,False,2020-07-25 12:17:21,@ckkirsch1 Comments on @andrewcuomo's mishandling of senior #COVID19 patients aren't politically motivated. They ar… https://t.co/7dorCM29I2,['COVID19'],Twitter for Android,False
314,Nanyo Theophilus,Nigeria,Loving People is my priority,2017-05-19 20:43:18,20,44,40,False,2020-07-25 12:17:16,"Let the people praise thee, O God; let all the people praise thee.  Then shall the earth yield her increase; and Go… https://t.co/YWTZW6cXgX",,Twitter for Android,False
315,Daphne C. Harris,"Plano and Lewisville, TX ",Speaker. Researcher.Educator.Maximizer,2015-02-11 12:24:06,354,475,11590,False,2020-07-25 12:17:12,"Since I can’t go to the coffee shop #COVID19 I had to (re)imagine my outdoor space. Up early this morning reading,… https://t.co/YkSjLWY9W1",['COVID19'],Twitter for iPad,False
316,Assistance Croatia,Republic of Croatia,"Assistance Croatia is a network of businesses. organization and helping in transportation of the deceased, primarily at the international level.",2014-01-01 23:36:41,177,92,14339,False,2020-07-25 12:17:12,"- today #Croatia has 77 new cases #COVID19 and 5 new death...
- active cases 881...

- @BNODesk https://t.co/3rojpewPLP","['Croatia', 'COVID19']",TweetDeck,False
317,vanilla,🇵🇹,🕯️ 🇪🇺  🇬🇧  🇩🇪   🇵🇹   🏴󠁧󠁢󠁷󠁬󠁳󠁿  🏴󠁧󠁢󠁳󠁣󠁴󠁿  🇪🇺 🕯️,2013-12-09 00:59:30,55,396,2326,False,2020-07-25 12:17:10,The first textile and reusable mask with a proven ability to inactivate the new coronavirus which is responsible fo… https://t.co/Zsm5mNVnCx,,Twitter for Android,False
318,Frederick Frank,"Lincoln, America",Artist / Living The Good Life in the Cornhusker State,2014-02-23 22:31:38,2160,4989,106290,False,2020-07-25 12:17:06,"@BhadeliaMD It's OK but a little disturbing the US has to get #COVID19 data from S Korea, like the youth study. I m… https://t.co/Ll4QfPhaXd",['COVID19'],Twitter for Android,False
319,Dr Paramjit Panesar,Nottingham ,"Founding Partner and GP Principal at The Ivy Medical Group, Appraiser for NHS England. Thinker, Innovator and Believer in the #NHS. Views are my own.",2009-02-20 23:32:01,1333,843,568,False,2020-07-25 12:17:05,"Further mishandling of the pandemic response will lead to more excess deaths, and premature death is a losing game… https://t.co/YmZPh7922m",,Twitter for Mac,False
320,Observatory,Worldwide,Global Banking Ecosystem ☆ #Banking #Finance #Investment #Trade #Payments #eMoney #Wealth| Beta,2017-09-24 02:29:37,113,109,10,False,2020-07-25 12:17:04,How #COVID19 is luring Canadians into the #stockmarket - https://t.co/ePmB76xX4x https://t.co/Wez6uClodr,"['COVID19', 'stockmarket']",dlvr.it,False
321,Solpak,"Lagos, Nigeria","Rapgod to the UNIVERSE - #Solpak

      https://t.co/YdzqwkF0om",2010-11-28 01:00:18,174,246,3457,False,2020-07-25 12:17:01,"Hush Puppy was charged for online fraudster, what do we call these bunch thieves of visible Nigeria politicians

Wa… https://t.co/q4GsEuJLuW",,Twitter for Android,False
322,G V Vinod Kumar,Hyderabad,Senior Journalist,2010-05-16 17:50:42,543,330,173,False,2020-07-25 12:17:00,"#AndhraPradesh reports 7,813 new #COVID19 cases on Saturday as the tally goes up to 88,671. The death toll increase… https://t.co/RcGEsYsMUH","['AndhraPradesh', 'COVID19']",Twitter Web App,False
323,Wear A. Mask,USA,"I believe true toughness is protecting other people, so I wear a mask to reduce the spread of viruses and bacteria. It's easy and I look tough like a ninja too.",2020-05-17 08:51:33,6,99,367,False,2020-07-25 12:17:00,"@BernieSanders This guy gets it. 
#WearAMask #realmenwearmasks #toughguyswearmasks #MasksSaveLives… https://t.co/z60VFP3SKD","['WearAMask', 'realmenwearmasks', 'toughguyswearmasks', 'MasksSaveLives']",Twitter Web App,False
324,peter,Toronto,"Sometimes a Chef. Wally, Mouski, Izzie, Baci OH MY ... If your dreams don't scare you, they are not big enough. #stupidcancer @thePMCF",2010-05-11 22:56:59,936,1324,61241,False,2020-07-25 12:16:59,@JoshMatlow The #ontario government has done as close to nothing as was possible for people during this pandemic .… https://t.co/r1GGeCShlf,['ontario'],Twitter for iPhone,False
325,EJ,USA,Grateful and present. We all have a positive role to play. Find yours and get in character. My views are mine.,2009-06-04 15:52:03,685,2221,11301,False,2020-07-25 12:16:54,"@denisear2017 @TomCottonAR Trump, #GOP &amp; @BetsyDeVosED are unfit for office. The plan? Return to school, church, wo… https://t.co/Rwz5b7tcJD",['GOP'],Twitter for iPhone,False
